Quarters,Knowledge,Motivation,Consideration,Action,Habit,Label
44,200,230,100,41,0,"Informative-all, Gradual, Not-Implemented"
45,200,230,100,41,0,"Informative-all, Gradual, Not-Implemented"
46,200,230,100,41,0,"Informative-all, Gradual, Not-Implemented"
47,200,230,100,41,0,"Informative-all, Gradual, Not-Implemented"
48,200,230,100,41,0,"Informative-all, Gradual, Not-Implemented"
49,200,230,100,41,0,"Informative-all, Gradual, Not-Implemented"
50,200,230,100,41,0,"Informative-all, Gradual, Not-Implemented"
51,200,230,100,41,0,"Informative-all, Gradual, Not-Implemented"
52,200,230,100,41,0,"Informative-all, Gradual, Not-Implemented"
53,200,230,100,41,0,"Informative-all, Gradual, Not-Implemented"
54,200,230,99,42,0,"Informative-all, Gradual, Not-Implemented"
55,200,230,99,42,0,"Informative-all, Gradual, Not-Implemented"
56,200,230,99,42,0,"Informative-all, Gradual, Not-Implemented"
57,200,230,99,42,0,"Informative-all, Gradual, Not-Implemented"
58,200,230,99,42,0,"Informative-all, Gradual, Not-Implemented"
59,200,230,99,42,0,"Informative-all, Gradual, Not-Implemented"
60,200,230,99,42,0,"Informative-all, Gradual, Not-Implemented"
61,200,230,99,42,0,"Informative-all, Gradual, Not-Implemented"
62,200,230,99,42,0,"Informative-all, Gradual, Not-Implemented"
63,200,230,99,42,0,"Informative-all, Gradual, Not-Implemented"
64,200,230,99,42,0,"Informative-all, Gradual, Not-Implemented"
65,200,230,99,42,0,"Informative-all, Gradual, Not-Implemented"
66,200,230,98,43,0,"Informative-all, Gradual, Not-Implemented"
67,200,230,98,43,0,"Informative-all, Gradual, Not-Implemented"
68,200,230,98,43,0,"Informative-all, Gradual, Not-Implemented"
69,200,230,98,43,0,"Informative-all, Gradual, Not-Implemented"
70,200,230,98,43,0,"Informative-all, Gradual, Not-Implemented"
71,200,230,97,44,0,"Informative-all, Gradual, Not-Implemented"
72,200,230,97,44,0,"Informative-all, Gradual, Not-Implemented"
73,200,230,97,44,0,"Informative-all, Gradual, Not-Implemented"
74,200,230,97,44,0,"Informative-all, Gradual, Not-Implemented"
75,200,230,97,44,0,"Informative-all, Gradual, Not-Implemented"
76,200,230,96,45,0,"Informative-all, Gradual, Not-Implemented"
77,200,230,96,45,0,"Informative-all, Gradual, Not-Implemented"
78,200,230,96,45,0,"Informative-all, Gradual, Not-Implemented"
79,200,230,96,45,0,"Informative-all, Gradual, Not-Implemented"
80,200,230,96,45,0,"Informative-all, Gradual, Not-Implemented"
81,200,230,96,45,0,"Informative-all, Gradual, Not-Implemented"
82,200,230,96,45,0,"Informative-all, Gradual, Not-Implemented"
83,200,230,96,45,0,"Informative-all, Gradual, Not-Implemented"
84,200,230,96,45,0,"Informative-all, Gradual, Not-Implemented"
85,200,230,96,45,0,"Informative-all, Gradual, Not-Implemented"
86,200,230,96,45,0,"Informative-all, Gradual, Not-Implemented"
87,200,230,96,45,0,"Informative-all, Gradual, Not-Implemented"
88,200,230,96,45,0,"Informative-all, Gradual, Not-Implemented"
89,200,230,96,45,0,"Informative-all, Gradual, Not-Implemented"
90,200,230,96,45,0,"Informative-all, Gradual, Not-Implemented"
91,200,230,96,45,0,"Informative-all, Gradual, Not-Implemented"
92,200,230,96,45,0,"Informative-all, Gradual, Not-Implemented"
93,200,230,96,45,0,"Informative-all, Gradual, Not-Implemented"
94,200,230,96,45,0,"Informative-all, Gradual, Not-Implemented"
95,200,230,96,45,0,"Informative-all, Gradual, Not-Implemented"
96,200,230,96,45,0,"Informative-all, Gradual, Not-Implemented"
97,200,230,96,45,0,"Informative-all, Gradual, Not-Implemented"
98,200,230,96,45,0,"Informative-all, Gradual, Not-Implemented"
99,200,230,96,45,0,"Informative-all, Gradual, Not-Implemented"
100,200,230,96,45,0,"Informative-all, Gradual, Not-Implemented"
101,200,230,96,45,0,"Informative-all, Gradual, Not-Implemented"
102,200,230,96,45,0,"Informative-all, Gradual, Not-Implemented"
103,200,230,96,45,0,"Informative-all, Gradual, Not-Implemented"
104,200,230,96,45,0,"Informative-all, Gradual, Not-Implemented"
105,200,230,96,45,0,"Informative-all, Gradual, Not-Implemented"
106,200,230,96,45,0,"Informative-all, Gradual, Not-Implemented"
107,200,230,95,46,0,"Informative-all, Gradual, Not-Implemented"
108,200,230,95,46,0,"Informative-all, Gradual, Not-Implemented"
1,225,241,80,30,0,"Informative-all, Gradual, Not-Implemented"
2,225,241,80,30,0,"Informative-all, Gradual, Not-Implemented"
3,225,241,80,30,0,"Informative-all, Gradual, Not-Implemented"
4,225,241,80,30,0,"Informative-all, Gradual, Not-Implemented"
5,225,241,79,31,0,"Informative-all, Gradual, Not-Implemented"
6,225,241,79,31,0,"Informative-all, Gradual, Not-Implemented"
7,225,241,79,31,0,"Informative-all, Gradual, Not-Implemented"
8,225,241,78,32,0,"Informative-all, Gradual, Not-Implemented"
9,225,241,78,32,0,"Informative-all, Gradual, Not-Implemented"
10,225,241,78,32,0,"Informative-all, Gradual, Not-Implemented"
11,225,241,77,33,0,"Informative-all, Gradual, Not-Implemented"
12,225,241,77,33,0,"Informative-all, Gradual, Not-Implemented"
13,225,241,77,33,0,"Informative-all, Gradual, Not-Implemented"
14,225,241,77,33,0,"Informative-all, Gradual, Not-Implemented"
15,225,241,77,33,0,"Informative-all, Gradual, Not-Implemented"
16,225,241,75,35,0,"Informative-all, Gradual, Not-Implemented"
17,225,241,75,35,0,"Informative-all, Gradual, Not-Implemented"
18,225,241,75,35,0,"Informative-all, Gradual, Not-Implemented"
19,225,241,75,35,0,"Informative-all, Gradual, Not-Implemented"
20,225,241,75,35,0,"Informative-all, Gradual, Not-Implemented"
21,225,241,75,35,0,"Informative-all, Gradual, Not-Implemented"
22,225,241,75,35,0,"Informative-all, Gradual, Not-Implemented"
23,225,241,75,35,0,"Informative-all, Gradual, Not-Implemented"
24,225,241,75,35,0,"Informative-all, Gradual, Not-Implemented"
25,225,241,75,35,0,"Informative-all, Gradual, Not-Implemented"
26,225,241,75,35,0,"Informative-all, Gradual, Not-Implemented"
27,225,241,74,36,0,"Informative-all, Gradual, Not-Implemented"
28,225,241,74,36,0,"Informative-all, Gradual, Not-Implemented"
29,225,241,74,36,0,"Informative-all, Gradual, Not-Implemented"
30,225,241,74,36,0,"Informative-all, Gradual, Not-Implemented"
31,225,241,74,36,0,"Informative-all, Gradual, Not-Implemented"
32,225,241,74,36,0,"Informative-all, Gradual, Not-Implemented"
33,225,241,73,37,0,"Informative-all, Gradual, Not-Implemented"
34,225,241,73,37,0,"Informative-all, Gradual, Not-Implemented"
35,225,241,73,37,0,"Informative-all, Gradual, Not-Implemented"
36,225,241,73,37,0,"Informative-all, Gradual, Not-Implemented"
37,225,241,73,37,0,"Informative-all, Gradual, Not-Implemented"
38,225,241,73,37,0,"Informative-all, Gradual, Not-Implemented"
39,225,241,73,37,0,"Informative-all, Gradual, Not-Implemented"
40,225,241,73,37,0,"Informative-all, Gradual, Not-Implemented"
41,225,241,73,37,0,"Informative-all, Gradual, Not-Implemented"
42,225,241,73,37,0,"Informative-all, Gradual, Not-Implemented"
43,225,241,73,37,0,"Informative-all, Gradual, Not-Implemented"
44,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
45,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
46,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
47,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
48,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
49,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
50,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
51,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
52,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
53,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
54,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
55,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
56,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
57,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
58,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
59,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
60,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
61,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
62,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
63,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
64,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
65,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
66,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
67,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
68,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
69,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
70,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
71,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
72,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
73,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
74,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
75,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
76,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
77,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
78,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
79,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
80,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
81,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
82,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
83,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
84,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
85,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
86,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
87,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
88,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
89,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
90,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
91,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
92,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
93,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
94,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
95,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
96,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
97,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
98,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
99,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
100,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
101,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
102,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
103,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
104,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
105,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
106,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
107,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
108,225,241,72,38,0,"Informative-all, Gradual, Not-Implemented"
1,217,238,85,30,0,"Informative-all, Gradual, Not-Implemented"
2,217,238,84,31,0,"Informative-all, Gradual, Not-Implemented"
3,217,238,84,31,0,"Informative-all, Gradual, Not-Implemented"
4,217,238,84,31,0,"Informative-all, Gradual, Not-Implemented"
5,217,238,84,31,0,"Informative-all, Gradual, Not-Implemented"
6,217,238,84,31,0,"Informative-all, Gradual, Not-Implemented"
7,217,238,84,31,0,"Informative-all, Gradual, Not-Implemented"
8,217,238,84,31,0,"Informative-all, Gradual, Not-Implemented"
9,217,238,84,31,0,"Informative-all, Gradual, Not-Implemented"
10,217,238,84,31,0,"Informative-all, Gradual, Not-Implemented"
11,217,238,84,31,0,"Informative-all, Gradual, Not-Implemented"
12,217,238,84,31,0,"Informative-all, Gradual, Not-Implemented"
13,217,238,84,31,0,"Informative-all, Gradual, Not-Implemented"
14,217,238,84,31,0,"Informative-all, Gradual, Not-Implemented"
15,217,238,84,31,0,"Informative-all, Gradual, Not-Implemented"
16,217,238,83,32,0,"Informative-all, Gradual, Not-Implemented"
17,217,238,83,32,0,"Informative-all, Gradual, Not-Implemented"
18,217,238,82,33,0,"Informative-all, Gradual, Not-Implemented"
19,217,238,82,33,0,"Informative-all, Gradual, Not-Implemented"
20,217,238,82,33,0,"Informative-all, Gradual, Not-Implemented"
21,217,238,82,33,0,"Informative-all, Gradual, Not-Implemented"
22,217,238,82,33,0,"Informative-all, Gradual, Not-Implemented"
23,217,238,82,33,0,"Informative-all, Gradual, Not-Implemented"
24,217,238,82,33,0,"Informative-all, Gradual, Not-Implemented"
25,217,238,81,34,0,"Informative-all, Gradual, Not-Implemented"
26,217,238,80,35,0,"Informative-all, Gradual, Not-Implemented"
27,217,238,80,35,0,"Informative-all, Gradual, Not-Implemented"
28,217,238,80,35,0,"Informative-all, Gradual, Not-Implemented"
29,217,238,80,35,0,"Informative-all, Gradual, Not-Implemented"
30,217,238,80,35,0,"Informative-all, Gradual, Not-Implemented"
31,217,238,80,35,0,"Informative-all, Gradual, Not-Implemented"
32,217,238,80,35,0,"Informative-all, Gradual, Not-Implemented"
33,217,238,80,35,0,"Informative-all, Gradual, Not-Implemented"
34,217,238,80,35,0,"Informative-all, Gradual, Not-Implemented"
35,217,238,80,35,0,"Informative-all, Gradual, Not-Implemented"
36,217,238,80,35,0,"Informative-all, Gradual, Not-Implemented"
37,217,238,80,35,0,"Informative-all, Gradual, Not-Implemented"
38,217,238,80,35,0,"Informative-all, Gradual, Not-Implemented"
39,217,238,80,35,0,"Informative-all, Gradual, Not-Implemented"
40,217,238,80,35,0,"Informative-all, Gradual, Not-Implemented"
41,217,238,80,35,0,"Informative-all, Gradual, Not-Implemented"
42,217,238,80,35,0,"Informative-all, Gradual, Not-Implemented"
43,217,238,79,36,0,"Informative-all, Gradual, Not-Implemented"
44,217,238,79,36,0,"Informative-all, Gradual, Not-Implemented"
45,217,238,79,36,0,"Informative-all, Gradual, Not-Implemented"
46,217,238,79,36,0,"Informative-all, Gradual, Not-Implemented"
47,217,238,79,36,0,"Informative-all, Gradual, Not-Implemented"
48,217,238,79,36,0,"Informative-all, Gradual, Not-Implemented"
49,217,238,79,36,0,"Informative-all, Gradual, Not-Implemented"
50,217,238,79,36,0,"Informative-all, Gradual, Not-Implemented"
51,217,238,79,36,0,"Informative-all, Gradual, Not-Implemented"
52,217,238,79,36,0,"Informative-all, Gradual, Not-Implemented"
53,217,238,79,36,0,"Informative-all, Gradual, Not-Implemented"
54,217,238,79,36,0,"Informative-all, Gradual, Not-Implemented"
55,217,238,79,36,0,"Informative-all, Gradual, Not-Implemented"
56,217,238,79,36,0,"Informative-all, Gradual, Not-Implemented"
57,217,238,79,36,0,"Informative-all, Gradual, Not-Implemented"
58,217,238,79,36,0,"Informative-all, Gradual, Not-Implemented"
59,217,238,79,36,0,"Informative-all, Gradual, Not-Implemented"
60,217,238,78,37,0,"Informative-all, Gradual, Not-Implemented"
61,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
62,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
63,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
64,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
65,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
66,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
67,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
68,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
69,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
70,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
71,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
72,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
73,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
74,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
75,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
76,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
77,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
78,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
79,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
80,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
81,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
82,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
83,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
84,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
85,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
86,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
87,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
88,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
89,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
90,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
91,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
92,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
93,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
94,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
95,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
96,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
97,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
98,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
99,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
100,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
101,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
102,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
103,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
104,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
105,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
106,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
107,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
108,217,238,77,38,0,"Informative-all, Gradual, Not-Implemented"
1,235,198,98,40,0,"Informative-all, No-expansion, Implemented"
2,235,198,96,42,0,"Informative-all, No-expansion, Implemented"
3,235,198,91,47,0,"Informative-all, No-expansion, Implemented"
4,235,198,89,49,0,"Informative-all, No-expansion, Implemented"
5,235,198,87,51,0,"Informative-all, No-expansion, Implemented"
6,235,198,85,53,0,"Informative-all, No-expansion, Implemented"
7,235,198,85,53,0,"Informative-all, No-expansion, Implemented"
8,235,198,85,53,0,"Informative-all, No-expansion, Implemented"
9,235,198,85,53,0,"Informative-all, No-expansion, Implemented"
10,235,198,84,54,0,"Informative-all, No-expansion, Implemented"
11,235,198,84,54,0,"Informative-all, No-expansion, Implemented"
12,235,198,84,54,0,"Informative-all, No-expansion, Implemented"
13,235,198,84,54,0,"Informative-all, No-expansion, Implemented"
14,235,198,84,54,0,"Informative-all, No-expansion, Implemented"
15,235,198,83,55,0,"Informative-all, No-expansion, Implemented"
16,235,198,83,55,0,"Informative-all, No-expansion, Implemented"
17,235,198,82,56,0,"Informative-all, No-expansion, Implemented"
18,235,198,81,57,0,"Informative-all, No-expansion, Implemented"
19,235,198,81,57,0,"Informative-all, No-expansion, Implemented"
20,235,198,81,57,0,"Informative-all, No-expansion, Implemented"
21,235,198,81,57,0,"Informative-all, No-expansion, Implemented"
22,235,198,81,57,0,"Informative-all, No-expansion, Implemented"
23,235,198,80,58,0,"Informative-all, No-expansion, Implemented"
24,235,198,79,59,0,"Informative-all, No-expansion, Implemented"
25,235,198,76,64,5,"Informative-all, No-expansion, Implemented"
26,235,198,75,65,5,"Informative-all, No-expansion, Implemented"
27,235,198,75,65,5,"Informative-all, No-expansion, Implemented"
28,235,198,75,65,5,"Informative-all, No-expansion, Implemented"
29,235,198,75,65,5,"Informative-all, No-expansion, Implemented"
30,235,198,75,65,5,"Informative-all, No-expansion, Implemented"
31,235,198,75,65,5,"Informative-all, No-expansion, Implemented"
32,235,198,75,65,5,"Informative-all, No-expansion, Implemented"
33,235,198,75,65,5,"Informative-all, No-expansion, Implemented"
34,235,198,75,65,5,"Informative-all, No-expansion, Implemented"
35,235,198,75,65,5,"Informative-all, No-expansion, Implemented"
36,235,198,75,65,5,"Informative-all, No-expansion, Implemented"
37,235,198,75,65,5,"Informative-all, No-expansion, Implemented"
38,235,198,75,65,5,"Informative-all, No-expansion, Implemented"
39,235,198,75,65,5,"Informative-all, No-expansion, Implemented"
40,235,198,75,65,5,"Informative-all, No-expansion, Implemented"
41,235,198,75,65,5,"Informative-all, No-expansion, Implemented"
42,235,198,75,65,5,"Informative-all, No-expansion, Implemented"
43,235,198,75,65,5,"Informative-all, No-expansion, Implemented"
44,235,198,75,65,5,"Informative-all, No-expansion, Implemented"
45,235,198,75,65,5,"Informative-all, No-expansion, Implemented"
46,235,198,75,65,5,"Informative-all, No-expansion, Implemented"
47,235,198,75,65,5,"Informative-all, No-expansion, Implemented"
48,235,198,74,66,5,"Informative-all, No-expansion, Implemented"
49,235,198,74,66,5,"Informative-all, No-expansion, Implemented"
50,235,198,74,66,5,"Informative-all, No-expansion, Implemented"
51,235,198,74,66,5,"Informative-all, No-expansion, Implemented"
52,235,198,74,66,5,"Informative-all, No-expansion, Implemented"
53,235,198,74,66,5,"Informative-all, No-expansion, Implemented"
54,235,198,74,66,5,"Informative-all, No-expansion, Implemented"
55,235,198,74,66,5,"Informative-all, No-expansion, Implemented"
56,235,198,74,66,5,"Informative-all, No-expansion, Implemented"
57,235,198,74,66,5,"Informative-all, No-expansion, Implemented"
58,235,198,74,66,5,"Informative-all, No-expansion, Implemented"
59,235,198,73,67,5,"Informative-all, No-expansion, Implemented"
60,235,198,73,67,5,"Informative-all, No-expansion, Implemented"
61,235,198,73,67,5,"Informative-all, No-expansion, Implemented"
62,235,198,73,67,5,"Informative-all, No-expansion, Implemented"
63,235,198,73,67,5,"Informative-all, No-expansion, Implemented"
64,235,198,73,67,5,"Informative-all, No-expansion, Implemented"
65,235,198,73,67,5,"Informative-all, No-expansion, Implemented"
66,235,198,73,67,5,"Informative-all, No-expansion, Implemented"
67,235,198,73,67,5,"Informative-all, No-expansion, Implemented"
68,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
69,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
70,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
71,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
72,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
73,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
74,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
75,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
76,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
77,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
78,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
79,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
80,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
81,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
82,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
83,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
84,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
85,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
86,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
87,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
88,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
89,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
90,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
91,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
92,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
93,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
94,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
95,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
96,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
97,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
98,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
99,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
100,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
101,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
102,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
103,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
104,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
