Quarters,NonUsers,Users,FrequentUsers,Label
48,460,40,0,"Informative-all, Gradual, Not-Implemented"
49,460,40,0,"Informative-all, Gradual, Not-Implemented"
50,460,40,0,"Informative-all, Gradual, Not-Implemented"
51,460,40,0,"Informative-all, Gradual, Not-Implemented"
52,460,40,0,"Informative-all, Gradual, Not-Implemented"
53,460,40,0,"Informative-all, Gradual, Not-Implemented"
54,460,40,0,"Informative-all, Gradual, Not-Implemented"
55,460,40,0,"Informative-all, Gradual, Not-Implemented"
56,460,40,0,"Informative-all, Gradual, Not-Implemented"
57,459,41,0,"Informative-all, Gradual, Not-Implemented"
58,459,41,0,"Informative-all, Gradual, Not-Implemented"
59,459,41,0,"Informative-all, Gradual, Not-Implemented"
60,459,41,0,"Informative-all, Gradual, Not-Implemented"
61,458,42,0,"Informative-all, Gradual, Not-Implemented"
62,458,42,0,"Informative-all, Gradual, Not-Implemented"
63,458,42,0,"Informative-all, Gradual, Not-Implemented"
64,458,42,0,"Informative-all, Gradual, Not-Implemented"
65,458,42,0,"Informative-all, Gradual, Not-Implemented"
66,458,42,0,"Informative-all, Gradual, Not-Implemented"
67,458,42,0,"Informative-all, Gradual, Not-Implemented"
68,458,42,0,"Informative-all, Gradual, Not-Implemented"
69,457,43,0,"Informative-all, Gradual, Not-Implemented"
70,457,43,0,"Informative-all, Gradual, Not-Implemented"
71,457,43,0,"Informative-all, Gradual, Not-Implemented"
72,457,43,0,"Informative-all, Gradual, Not-Implemented"
73,457,43,0,"Informative-all, Gradual, Not-Implemented"
74,457,43,0,"Informative-all, Gradual, Not-Implemented"
75,457,43,0,"Informative-all, Gradual, Not-Implemented"
76,457,43,0,"Informative-all, Gradual, Not-Implemented"
77,457,43,0,"Informative-all, Gradual, Not-Implemented"
78,457,43,0,"Informative-all, Gradual, Not-Implemented"
79,457,43,0,"Informative-all, Gradual, Not-Implemented"
80,457,43,0,"Informative-all, Gradual, Not-Implemented"
81,457,43,0,"Informative-all, Gradual, Not-Implemented"
82,457,43,0,"Informative-all, Gradual, Not-Implemented"
83,456,44,0,"Informative-all, Gradual, Not-Implemented"
84,456,44,0,"Informative-all, Gradual, Not-Implemented"
85,455,45,0,"Informative-all, Gradual, Not-Implemented"
86,455,45,0,"Informative-all, Gradual, Not-Implemented"
87,455,45,0,"Informative-all, Gradual, Not-Implemented"
88,455,45,0,"Informative-all, Gradual, Not-Implemented"
89,455,45,0,"Informative-all, Gradual, Not-Implemented"
90,455,45,0,"Informative-all, Gradual, Not-Implemented"
91,455,45,0,"Informative-all, Gradual, Not-Implemented"
92,455,45,0,"Informative-all, Gradual, Not-Implemented"
93,455,45,0,"Informative-all, Gradual, Not-Implemented"
94,455,45,0,"Informative-all, Gradual, Not-Implemented"
95,455,45,0,"Informative-all, Gradual, Not-Implemented"
96,455,45,0,"Informative-all, Gradual, Not-Implemented"
97,455,45,0,"Informative-all, Gradual, Not-Implemented"
98,455,45,0,"Informative-all, Gradual, Not-Implemented"
99,455,45,0,"Informative-all, Gradual, Not-Implemented"
100,455,45,0,"Informative-all, Gradual, Not-Implemented"
101,455,45,0,"Informative-all, Gradual, Not-Implemented"
102,455,45,0,"Informative-all, Gradual, Not-Implemented"
103,455,45,0,"Informative-all, Gradual, Not-Implemented"
104,455,45,0,"Informative-all, Gradual, Not-Implemented"
105,455,45,0,"Informative-all, Gradual, Not-Implemented"
106,455,45,0,"Informative-all, Gradual, Not-Implemented"
107,455,45,0,"Informative-all, Gradual, Not-Implemented"
108,455,45,0,"Informative-all, Gradual, Not-Implemented"
1,470,30,0,"Informative-all, Gradual, Not-Implemented"
2,469,31,0,"Informative-all, Gradual, Not-Implemented"
3,469,31,0,"Informative-all, Gradual, Not-Implemented"
4,469,31,0,"Informative-all, Gradual, Not-Implemented"
5,469,31,0,"Informative-all, Gradual, Not-Implemented"
6,469,31,0,"Informative-all, Gradual, Not-Implemented"
7,469,31,0,"Informative-all, Gradual, Not-Implemented"
8,469,31,0,"Informative-all, Gradual, Not-Implemented"
9,468,32,0,"Informative-all, Gradual, Not-Implemented"
10,468,32,0,"Informative-all, Gradual, Not-Implemented"
11,468,32,0,"Informative-all, Gradual, Not-Implemented"
12,468,32,0,"Informative-all, Gradual, Not-Implemented"
13,468,32,0,"Informative-all, Gradual, Not-Implemented"
14,468,32,0,"Informative-all, Gradual, Not-Implemented"
15,468,32,0,"Informative-all, Gradual, Not-Implemented"
16,467,33,0,"Informative-all, Gradual, Not-Implemented"
17,466,34,0,"Informative-all, Gradual, Not-Implemented"
18,466,34,0,"Informative-all, Gradual, Not-Implemented"
19,466,34,0,"Informative-all, Gradual, Not-Implemented"
20,465,35,0,"Informative-all, Gradual, Not-Implemented"
21,465,35,0,"Informative-all, Gradual, Not-Implemented"
22,464,36,0,"Informative-all, Gradual, Not-Implemented"
23,464,36,0,"Informative-all, Gradual, Not-Implemented"
24,464,36,0,"Informative-all, Gradual, Not-Implemented"
25,464,36,0,"Informative-all, Gradual, Not-Implemented"
26,464,36,0,"Informative-all, Gradual, Not-Implemented"
27,464,36,0,"Informative-all, Gradual, Not-Implemented"
28,464,36,0,"Informative-all, Gradual, Not-Implemented"
29,464,36,0,"Informative-all, Gradual, Not-Implemented"
30,464,36,0,"Informative-all, Gradual, Not-Implemented"
31,463,37,0,"Informative-all, Gradual, Not-Implemented"
32,463,37,0,"Informative-all, Gradual, Not-Implemented"
33,463,37,0,"Informative-all, Gradual, Not-Implemented"
34,463,37,0,"Informative-all, Gradual, Not-Implemented"
35,463,37,0,"Informative-all, Gradual, Not-Implemented"
36,463,37,0,"Informative-all, Gradual, Not-Implemented"
37,463,37,0,"Informative-all, Gradual, Not-Implemented"
38,463,37,0,"Informative-all, Gradual, Not-Implemented"
39,463,37,0,"Informative-all, Gradual, Not-Implemented"
40,463,37,0,"Informative-all, Gradual, Not-Implemented"
41,463,37,0,"Informative-all, Gradual, Not-Implemented"
42,463,37,0,"Informative-all, Gradual, Not-Implemented"
43,463,37,0,"Informative-all, Gradual, Not-Implemented"
44,462,38,0,"Informative-all, Gradual, Not-Implemented"
45,462,38,0,"Informative-all, Gradual, Not-Implemented"
46,462,38,0,"Informative-all, Gradual, Not-Implemented"
47,462,38,0,"Informative-all, Gradual, Not-Implemented"
48,462,38,0,"Informative-all, Gradual, Not-Implemented"
49,462,38,0,"Informative-all, Gradual, Not-Implemented"
50,461,39,0,"Informative-all, Gradual, Not-Implemented"
51,461,39,0,"Informative-all, Gradual, Not-Implemented"
52,461,39,0,"Informative-all, Gradual, Not-Implemented"
53,461,39,0,"Informative-all, Gradual, Not-Implemented"
54,461,39,0,"Informative-all, Gradual, Not-Implemented"
55,461,39,0,"Informative-all, Gradual, Not-Implemented"
56,461,39,0,"Informative-all, Gradual, Not-Implemented"
57,461,39,0,"Informative-all, Gradual, Not-Implemented"
58,461,39,0,"Informative-all, Gradual, Not-Implemented"
59,461,39,0,"Informative-all, Gradual, Not-Implemented"
60,461,39,0,"Informative-all, Gradual, Not-Implemented"
61,461,39,0,"Informative-all, Gradual, Not-Implemented"
62,461,39,0,"Informative-all, Gradual, Not-Implemented"
63,461,39,0,"Informative-all, Gradual, Not-Implemented"
64,461,39,0,"Informative-all, Gradual, Not-Implemented"
65,461,39,0,"Informative-all, Gradual, Not-Implemented"
66,461,39,0,"Informative-all, Gradual, Not-Implemented"
67,461,39,0,"Informative-all, Gradual, Not-Implemented"
68,461,39,0,"Informative-all, Gradual, Not-Implemented"
69,461,39,0,"Informative-all, Gradual, Not-Implemented"
70,461,39,0,"Informative-all, Gradual, Not-Implemented"
71,461,39,0,"Informative-all, Gradual, Not-Implemented"
72,461,39,0,"Informative-all, Gradual, Not-Implemented"
73,461,39,0,"Informative-all, Gradual, Not-Implemented"
74,461,39,0,"Informative-all, Gradual, Not-Implemented"
75,461,39,0,"Informative-all, Gradual, Not-Implemented"
76,461,39,0,"Informative-all, Gradual, Not-Implemented"
77,461,39,0,"Informative-all, Gradual, Not-Implemented"
78,461,39,0,"Informative-all, Gradual, Not-Implemented"
79,461,39,0,"Informative-all, Gradual, Not-Implemented"
80,461,39,0,"Informative-all, Gradual, Not-Implemented"
81,461,39,0,"Informative-all, Gradual, Not-Implemented"
82,461,39,0,"Informative-all, Gradual, Not-Implemented"
83,461,39,0,"Informative-all, Gradual, Not-Implemented"
84,461,39,0,"Informative-all, Gradual, Not-Implemented"
85,461,39,0,"Informative-all, Gradual, Not-Implemented"
86,461,39,0,"Informative-all, Gradual, Not-Implemented"
87,461,39,0,"Informative-all, Gradual, Not-Implemented"
88,461,39,0,"Informative-all, Gradual, Not-Implemented"
89,461,39,0,"Informative-all, Gradual, Not-Implemented"
90,461,39,0,"Informative-all, Gradual, Not-Implemented"
91,461,39,0,"Informative-all, Gradual, Not-Implemented"
92,461,39,0,"Informative-all, Gradual, Not-Implemented"
93,461,39,0,"Informative-all, Gradual, Not-Implemented"
94,461,39,0,"Informative-all, Gradual, Not-Implemented"
95,461,39,0,"Informative-all, Gradual, Not-Implemented"
96,461,39,0,"Informative-all, Gradual, Not-Implemented"
97,461,39,0,"Informative-all, Gradual, Not-Implemented"
98,461,39,0,"Informative-all, Gradual, Not-Implemented"
99,461,39,0,"Informative-all, Gradual, Not-Implemented"
100,461,39,0,"Informative-all, Gradual, Not-Implemented"
101,461,39,0,"Informative-all, Gradual, Not-Implemented"
102,461,39,0,"Informative-all, Gradual, Not-Implemented"
103,461,39,0,"Informative-all, Gradual, Not-Implemented"
104,461,39,0,"Informative-all, Gradual, Not-Implemented"
105,461,39,0,"Informative-all, Gradual, Not-Implemented"
106,461,39,0,"Informative-all, Gradual, Not-Implemented"
107,461,39,0,"Informative-all, Gradual, Not-Implemented"
108,461,39,0,"Informative-all, Gradual, Not-Implemented"
1,460,40,0,"Informative-all, No-expansion, Implemented"
2,454,46,0,"Informative-all, No-expansion, Implemented"
3,451,49,0,"Informative-all, No-expansion, Implemented"
4,451,49,0,"Informative-all, No-expansion, Implemented"
5,451,49,0,"Informative-all, No-expansion, Implemented"
6,450,50,0,"Informative-all, No-expansion, Implemented"
7,450,50,0,"Informative-all, No-expansion, Implemented"
8,448,52,0,"Informative-all, No-expansion, Implemented"
9,446,54,0,"Informative-all, No-expansion, Implemented"
10,446,54,0,"Informative-all, No-expansion, Implemented"
11,446,54,0,"Informative-all, No-expansion, Implemented"
12,446,54,0,"Informative-all, No-expansion, Implemented"
13,446,54,0,"Informative-all, No-expansion, Implemented"
14,445,55,0,"Informative-all, No-expansion, Implemented"
15,445,55,0,"Informative-all, No-expansion, Implemented"
16,445,55,0,"Informative-all, No-expansion, Implemented"
17,443,57,0,"Informative-all, No-expansion, Implemented"
18,443,57,0,"Informative-all, No-expansion, Implemented"
19,443,57,0,"Informative-all, No-expansion, Implemented"
20,443,57,0,"Informative-all, No-expansion, Implemented"
21,442,58,0,"Informative-all, No-expansion, Implemented"
22,442,58,0,"Informative-all, No-expansion, Implemented"
23,442,58,0,"Informative-all, No-expansion, Implemented"
24,442,58,0,"Informative-all, No-expansion, Implemented"
25,438,57,5,"Informative-all, No-expansion, Implemented"
26,438,57,5,"Informative-all, No-expansion, Implemented"
27,438,57,5,"Informative-all, No-expansion, Implemented"
28,438,57,5,"Informative-all, No-expansion, Implemented"
29,438,57,5,"Informative-all, No-expansion, Implemented"
30,438,57,5,"Informative-all, No-expansion, Implemented"
31,438,57,5,"Informative-all, No-expansion, Implemented"
32,438,57,5,"Informative-all, No-expansion, Implemented"
33,438,57,5,"Informative-all, No-expansion, Implemented"
34,437,58,5,"Informative-all, No-expansion, Implemented"
35,437,58,5,"Informative-all, No-expansion, Implemented"
36,437,58,5,"Informative-all, No-expansion, Implemented"
37,436,59,5,"Informative-all, No-expansion, Implemented"
38,436,59,5,"Informative-all, No-expansion, Implemented"
39,436,59,5,"Informative-all, No-expansion, Implemented"
40,436,59,5,"Informative-all, No-expansion, Implemented"
41,436,59,5,"Informative-all, No-expansion, Implemented"
42,436,59,5,"Informative-all, No-expansion, Implemented"
43,436,59,5,"Informative-all, No-expansion, Implemented"
44,436,59,5,"Informative-all, No-expansion, Implemented"
45,436,59,5,"Informative-all, No-expansion, Implemented"
46,436,59,5,"Informative-all, No-expansion, Implemented"
47,436,59,5,"Informative-all, No-expansion, Implemented"
48,436,59,5,"Informative-all, No-expansion, Implemented"
49,436,59,5,"Informative-all, No-expansion, Implemented"
50,436,59,5,"Informative-all, No-expansion, Implemented"
51,436,59,5,"Informative-all, No-expansion, Implemented"
52,436,59,5,"Informative-all, No-expansion, Implemented"
53,436,59,5,"Informative-all, No-expansion, Implemented"
54,436,59,5,"Informative-all, No-expansion, Implemented"
55,436,59,5,"Informative-all, No-expansion, Implemented"
56,436,59,5,"Informative-all, No-expansion, Implemented"
57,436,59,5,"Informative-all, No-expansion, Implemented"
58,436,59,5,"Informative-all, No-expansion, Implemented"
59,436,59,5,"Informative-all, No-expansion, Implemented"
60,436,59,5,"Informative-all, No-expansion, Implemented"
61,436,59,5,"Informative-all, No-expansion, Implemented"
62,436,59,5,"Informative-all, No-expansion, Implemented"
63,436,59,5,"Informative-all, No-expansion, Implemented"
64,436,59,5,"Informative-all, No-expansion, Implemented"
65,436,59,5,"Informative-all, No-expansion, Implemented"
66,436,59,5,"Informative-all, No-expansion, Implemented"
67,436,59,5,"Informative-all, No-expansion, Implemented"
68,436,59,5,"Informative-all, No-expansion, Implemented"
69,435,60,5,"Informative-all, No-expansion, Implemented"
70,435,60,5,"Informative-all, No-expansion, Implemented"
71,435,60,5,"Informative-all, No-expansion, Implemented"
72,435,60,5,"Informative-all, No-expansion, Implemented"
73,435,60,5,"Informative-all, No-expansion, Implemented"
74,435,60,5,"Informative-all, No-expansion, Implemented"
75,435,60,5,"Informative-all, No-expansion, Implemented"
76,435,60,5,"Informative-all, No-expansion, Implemented"
77,435,60,5,"Informative-all, No-expansion, Implemented"
78,435,60,5,"Informative-all, No-expansion, Implemented"
79,435,60,5,"Informative-all, No-expansion, Implemented"
80,435,60,5,"Informative-all, No-expansion, Implemented"
81,435,60,5,"Informative-all, No-expansion, Implemented"
82,435,60,5,"Informative-all, No-expansion, Implemented"
83,435,60,5,"Informative-all, No-expansion, Implemented"
84,435,60,5,"Informative-all, No-expansion, Implemented"
85,435,60,5,"Informative-all, No-expansion, Implemented"
86,435,60,5,"Informative-all, No-expansion, Implemented"
87,435,60,5,"Informative-all, No-expansion, Implemented"
88,435,60,5,"Informative-all, No-expansion, Implemented"
89,435,60,5,"Informative-all, No-expansion, Implemented"
90,435,60,5,"Informative-all, No-expansion, Implemented"
91,435,60,5,"Informative-all, No-expansion, Implemented"
92,434,61,5,"Informative-all, No-expansion, Implemented"
93,434,61,5,"Informative-all, No-expansion, Implemented"
94,434,61,5,"Informative-all, No-expansion, Implemented"
95,434,61,5,"Informative-all, No-expansion, Implemented"
96,434,61,5,"Informative-all, No-expansion, Implemented"
97,434,61,5,"Informative-all, No-expansion, Implemented"
98,434,61,5,"Informative-all, No-expansion, Implemented"
99,434,61,5,"Informative-all, No-expansion, Implemented"
100,434,61,5,"Informative-all, No-expansion, Implemented"
101,434,61,5,"Informative-all, No-expansion, Implemented"
102,434,61,5,"Informative-all, No-expansion, Implemented"
103,434,61,5,"Informative-all, No-expansion, Implemented"
104,434,61,5,"Informative-all, No-expansion, Implemented"
105,434,61,5,"Informative-all, No-expansion, Implemented"
106,434,61,5,"Informative-all, No-expansion, Implemented"
107,434,61,5,"Informative-all, No-expansion, Implemented"
108,433,62,5,"Informative-all, No-expansion, Implemented"
1,458,42,0,"Informative-all, No-expansion, Implemented"
2,456,44,0,"Informative-all, No-expansion, Implemented"
3,456,44,0,"Informative-all, No-expansion, Implemented"
4,454,46,0,"Informative-all, No-expansion, Implemented"
5,453,47,0,"Informative-all, No-expansion, Implemented"
6,453,47,0,"Informative-all, No-expansion, Implemented"
7,453,47,0,"Informative-all, No-expansion, Implemented"
8,452,48,0,"Informative-all, No-expansion, Implemented"
9,451,49,0,"Informative-all, No-expansion, Implemented"
10,451,49,0,"Informative-all, No-expansion, Implemented"
11,451,49,0,"Informative-all, No-expansion, Implemented"
12,450,50,0,"Informative-all, No-expansion, Implemented"
13,450,50,0,"Informative-all, No-expansion, Implemented"
14,449,51,0,"Informative-all, No-expansion, Implemented"
15,449,51,0,"Informative-all, No-expansion, Implemented"
16,447,53,0,"Informative-all, No-expansion, Implemented"
17,446,54,0,"Informative-all, No-expansion, Implemented"
18,446,54,0,"Informative-all, No-expansion, Implemented"
19,446,54,0,"Informative-all, No-expansion, Implemented"
20,446,54,0,"Informative-all, No-expansion, Implemented"
21,446,54,0,"Informative-all, No-expansion, Implemented"
22,446,54,0,"Informative-all, No-expansion, Implemented"
23,446,54,0,"Informative-all, No-expansion, Implemented"
24,446,54,0,"Informative-all, No-expansion, Implemented"
25,439,54,7,"Informative-all, No-expansion, Implemented"
26,439,54,7,"Informative-all, No-expansion, Implemented"
27,438,55,7,"Informative-all, No-expansion, Implemented"
28,437,56,7,"Informative-all, No-expansion, Implemented"
29,437,56,7,"Informative-all, No-expansion, Implemented"
30,437,56,7,"Informative-all, No-expansion, Implemented"
31,437,56,7,"Informative-all, No-expansion, Implemented"
32,437,56,7,"Informative-all, No-expansion, Implemented"
33,437,56,7,"Informative-all, No-expansion, Implemented"
34,437,56,7,"Informative-all, No-expansion, Implemented"
35,437,56,7,"Informative-all, No-expansion, Implemented"
36,437,56,7,"Informative-all, No-expansion, Implemented"
37,437,56,7,"Informative-all, No-expansion, Implemented"
38,437,56,7,"Informative-all, No-expansion, Implemented"
39,437,56,7,"Informative-all, No-expansion, Implemented"
40,437,56,7,"Informative-all, No-expansion, Implemented"
41,437,56,7,"Informative-all, No-expansion, Implemented"
42,437,56,7,"Informative-all, No-expansion, Implemented"
43,437,56,7,"Informative-all, No-expansion, Implemented"
44,437,56,7,"Informative-all, No-expansion, Implemented"
45,437,56,7,"Informative-all, No-expansion, Implemented"
46,437,56,7,"Informative-all, No-expansion, Implemented"
47,437,56,7,"Informative-all, No-expansion, Implemented"
48,437,56,7,"Informative-all, No-expansion, Implemented"
49,437,56,7,"Informative-all, No-expansion, Implemented"
50,437,56,7,"Informative-all, No-expansion, Implemented"
51,437,56,7,"Informative-all, No-expansion, Implemented"
52,437,56,7,"Informative-all, No-expansion, Implemented"
53,437,56,7,"Informative-all, No-expansion, Implemented"
54,437,56,7,"Informative-all, No-expansion, Implemented"
55,437,56,7,"Informative-all, No-expansion, Implemented"
56,437,56,7,"Informative-all, No-expansion, Implemented"
57,437,56,7,"Informative-all, No-expansion, Implemented"
58,437,56,7,"Informative-all, No-expansion, Implemented"
59,437,56,7,"Informative-all, No-expansion, Implemented"
60,437,56,7,"Informative-all, No-expansion, Implemented"
